region,price,year,manufacturer,model,condition,cylinders,fuel,odometer,title_status,transmission,drive,type,paint_color,state
orange county,0.0,2020,kia,soul gt-line,excellent,4 cylinders,gas,55649.0,clean,automatic,fwd,hatchback,white,ca
orange county,0.0,2012,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,90856.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2018,hyundai,sonata se,excellent,4 cylinders,gas,82359.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2001,mercedes-benz,slk slk 230,excellent,4 cylinders,gas,77404.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2019,jeep,cherokee,excellent,4 cylinders,gas,10897.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2016,ram,1500 big horn,excellent,8 cylinders,gas,99098.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2015,jeep,renegade sport,excellent,4 cylinders,gas,55157.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2017,jeep,compass sport,excellent,4 cylinders,gas,61061.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2014,volkswagen,jetta,excellent,4 cylinders,gas,172029.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2016,ram,promaster cargo van,excellent,6 cylinders,gas,66990.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2012,dodge,challenger,excellent,6 cylinders,gas,44152.0,clean,automatic,4wd,coupe,grey,ca
orange county,0.0,2019,dodge,challenger,excellent,6 cylinders,gas,12747.0,clean,automatic,rwd,coupe,white,ca
orange county,0.0,2019,dodge,charger,excellent,6 cylinders,gas,34776.0,clean,automatic,4wd,sedan,blue,ca
orange county,0.0,2019,dodge,challenger,excellent,6 cylinders,gas,18440.0,clean,automatic,rwd,coupe,white,ca
orange county,0.0,2013,acura,rdx technology pkg,excellent,6 cylinders,gas,56576.0,clean,automatic,fwd,other,white,ca
orange county,0.0,2017,ford,fusion,excellent,6 cylinders,gas,45669.0,clean,automatic,fwd,sedan,black,ca
orange county,0.0,2017,bmw,5 series,excellent,6 cylinders,gas,78637.0,clean,automatic,rwd,sedan,black,ca
orange county,0.0,2015,chevrolet,silverado 3500 hd regu,excellent,6 cylinders,gas,57845.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2017,infiniti,qx50,excellent,6 cylinders,gas,41349.0,clean,automatic,rwd,wagon,black,ca
orange county,1.0,2016,mercedes-benz,bens amg gts,like new,8 cylinders,gas,11800.0,clean,automatic,rwd,coupe,black,ca
orange county,0.0,2019,mitsubishi,outlander,excellent,6 cylinders,gas,33778.0,clean,automatic,fwd,wagon,silver,ca
orange county,0.0,2016,toyota,corolla,excellent,6 cylinders,gas,60430.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2019,chevrolet,cruze,excellent,6 cylinders,gas,18100.0,clean,automatic,4wd,sedan,silver,ca
orange county,0.0,2012,lexus,rx,excellent,6 cylinders,gas,88166.0,clean,automatic,4wd,wagon,grey,ca
orange county,0.0,2016,mazda,3,excellent,6 cylinders,gas,40758.0,clean,automatic,fwd,sedan,grey,ca
orange county,0.0,2017,chevrolet,cruze,excellent,6 cylinders,gas,31014.0,clean,automatic,fwd,sedan,red,ca
orange county,0.0,2014,mercedes-benz,cla-class cla250,excellent,6 cylinders,gas,84871.0,clean,automatic,rwd,other,white,ca
orange county,0.0,2014,chevrolet,silverado 1500,excellent,6 cylinders,gas,80970.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2015,hyundai,elantra,excellent,6 cylinders,gas,101287.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2003,mercedes-benz,sl500 - designo,excellent,8 cylinders,gas,51711.0,clean,automatic,4wd,convertible,white,ca
orange county,0.0,2015,chevrolet,impala,excellent,6 cylinders,gas,55006.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2013,bmw,5-series 535i,excellent,6 cylinders,gas,85576.0,clean,automatic,rwd,other,white,ca
orange county,0.0,2015,ford,f150 lariat,like new,6 cylinders,gas,44399.0,clean,automatic,rwd,truck,grey,ca
orange county,0.0,2017,hyundai,elantra,excellent,6 cylinders,gas,79518.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2016,jeep,wrangler unlimited sahara,like new,6 cylinders,gas,48664.0,clean,automatic,4wd,wagon,silver,ca
orange county,0.0,2017,chevrolet,silverado 2500 hd regu,excellent,6 cylinders,other,77726.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2019,ford,mustang,excellent,6 cylinders,gas,27747.0,clean,automatic,fwd,coupe,red,ca
orange county,0.0,2002,lexus,sc 430,excellent,8 cylinders,gas,98470.0,clean,automatic,rwd,convertible,white,ca
orange county,0.0,2017,toyota,corolla se,excellent,4 cylinders,gas,61000.0,clean,automatic,4wd,sedan,grey,ca
orange county,0.0,2017,ram,2500 laramie,excellent,6 cylinders,diesel,93578.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2014,ford,f-150 xlt,excellent,8 cylinders,gas,94354.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2016,ford,f-150 lariat,excellent,6 cylinders,gas,78034.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2011,gmc,sierra 2500hd slt,excellent,8 cylinders,diesel,106166.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2018,mercedes-benz,glc glc 300,excellent,4 cylinders,gas,30101.0,clean,automatic,rwd,SUV,white,ca
orange county,0.0,2017,volkswagen,jetta,excellent,4 cylinders,gas,22070.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2016,ferrari,california,excellent,8 cylinders,gas,11893.0,clean,automatic,rwd,convertible,grey,ca
orange county,0.0,2017,ford,e350 super duty cutaway,excellent,6 cylinders,other,73655.0,clean,automatic,4wd,sedan,white,ca
orange county,1.0,2020,tesla,x,excellent,6 cylinders,electric,42000.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2013,honda,cr-v ex-l,excellent,6 cylinders,gas,44616.0,clean,automatic,fwd,other,grey,ca
orange county,0.0,2016,ford,focus,excellent,6 cylinders,gas,63901.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2014,mercedes-benz,e-class e350,excellent,6 cylinders,gas,90062.0,clean,automatic,rwd,other,black,ca
orange county,0.0,2015,bmw,5-series,excellent,6 cylinders,other,59952.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2015,toyota,corolla,excellent,6 cylinders,gas,50522.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2013,ford,fusion,excellent,6 cylinders,gas,93018.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2018,bmw,x6 sdrive35i,excellent,6 cylinders,gas,34624.0,clean,automatic,rwd,other,white,ca
orange county,0.0,2017,toyota,sienna,excellent,6 cylinders,gas,70050.0,clean,automatic,4wd,mini-van,blue,ca
orange county,0.0,2010,toyota,prius,excellent,6 cylinders,hybrid,97545.0,clean,automatic,fwd,hatchback,silver,ca
orange county,0.0,2020,toyota,corolla,excellent,6 cylinders,gas,5916.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2017,ford,edge,excellent,6 cylinders,gas,75244.0,clean,automatic,fwd,SUV,silver,ca
orange county,0.0,2015,ram,1500,excellent,6 cylinders,gas,118894.0,clean,automatic,rwd,pickup,blue,ca
orange county,0.0,2020,toyota,corolla,excellent,6 cylinders,gas,27876.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2015,dodge,journey,excellent,6 cylinders,gas,89282.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2017,ram,1500,excellent,6 cylinders,gas,128896.0,clean,automatic,rwd,pickup,white,ca
orange county,0.0,2017,ford,fusion,excellent,6 cylinders,gas,68210.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2019,ford,transit connect,excellent,4 cylinders,gas,5149.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2018,jeep,wrangler jk,excellent,6 cylinders,gas,85047.0,clean,automatic,4wd,SUV,white,ca
orange county,0.0,2019,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,28439.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2018,ford,f-150,excellent,6 cylinders,gas,92408.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2017,volkswagen,jetta,excellent,4 cylinders,gas,28202.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2016,ford,transit 150 van,excellent,6 cylinders,other,73887.0,clean,other,4wd,sedan,white,ca
orange county,0.0,2007,lexus,es 350,excellent,6 cylinders,gas,171313.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2014,dodge,durango r/t,excellent,8 cylinders,gas,145215.0,clean,automatic,4wd,SUV,white,ca
orange county,0.0,2010,gmc,terrain sle,excellent,6 cylinders,gas,130214.0,clean,automatic,4wd,SUV,black,ca
orange county,0.0,2010,ford,edge ecoboost,excellent,6 cylinders,gas,121354.0,clean,automatic,4wd,SUV,silver,ca
orange county,0.0,2015,nissan,altima 2.5 sl,excellent,4 cylinders,gas,137987.0,clean,automatic,4wd,sedan,silver,ca
orange county,0.0,2014,audi,q7 awd premium plus,excellent,6 cylinders,gas,89958.0,clean,automatic,4wd,other,white,ca
orange county,0.0,2009,lexus,es 350,excellent,6 cylinders,gas,144564.0,clean,automatic,4wd,sedan,silver,ca
orange county,0.0,2014,bmw,x1 sdrive28i,excellent,6 cylinders,gas,67932.0,clean,automatic,rwd,other,black,ca
orange county,0.0,2010,mini,cooper clubman,excellent,4 cylinders,gas,94968.0,clean,automatic,4wd,coupe,green,ca
orange county,0.0,2017,mercedes-benz,sprinter cargo van,excellent,6 cylinders,diesel,56222.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2017,nissan,nv200 compact cargo,excellent,4 cylinders,gas,47077.0,clean,automatic,fwd,mini-van,white,ca
orange county,0.0,2013,chevrolet,express cargo van,excellent,8 cylinders,gas,76972.0,clean,automatic,rwd,van,black,ca
orange county,0.0,2016,ford,transit cargo van,excellent,6 cylinders,gas,135739.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2018,mercedes-benz,metris van,excellent,4 cylinders,gas,27729.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2016,nissan,quest,excellent,6 cylinders,gas,91776.0,clean,automatic,fwd,mini-van,grey,ca
orange county,0.0,2015,mercedes-benz,sprinter cargo,excellent,4 cylinders,diesel,65729.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2004,cadillac,escalade esv,excellent,8 cylinders,gas,154433.0,clean,automatic,4wd,SUV,white,ca
orange county,0.0,2011,cadillac,escalade esv,excellent,8 cylinders,gas,138902.0,clean,automatic,rwd,SUV,black,ca
orange county,1.0,1998,cadillac,eldorado,excellent,8 cylinders,gas,38800.0,clean,automatic,4wd,other,brown,ca
orange county,1.0,1999,cadillac,eldorado,excellent,8 cylinders,gas,52000.0,clean,automatic,4wd,other,white,ca
orange county,0.0,2020,dodge,challenger,good,6 cylinders,gas,9970.0,clean,automatic,rwd,coupe,grey,ca
orange county,0.0,2014,bmw,x1,good,4 cylinders,gas,67932.0,clean,automatic,rwd,SUV,black,ca
orange county,0.0,2014,audi,q7,good,6 cylinders,gas,89958.0,clean,automatic,4wd,SUV,white,ca
orange county,0.0,2013,mercedes-benz,s-class,good,8 cylinders,gas,44432.0,clean,automatic,rwd,sedan,black,ca
orange county,0.0,2013,acura,rdx,good,6 cylinders,gas,56576.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2006,bmw,3-series m3 convertible,excellent,6 cylinders,gas,100056.0,clean,automatic,rwd,other,black,ca
orange county,0.0,2017,chevrolet,volt,good,4 cylinders,electric,85932.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2017,infiniti,qx50,good,6 cylinders,gas,41349.0,clean,automatic,rwd,SUV,black,ca
orange county,0.0,2016,chevrolet,silverado 1500,good,8 cylinders,gas,85455.0,clean,automatic,rwd,pickup,white,ca
orange county,0.0,2015,ford,edge,excellent,6 cylinders,gas,43760.0,clean,automatic,4wd,SUV,silver,ca
orange county,0.0,1960,ford,"Corvettes, classics, exotics",excellent,6 cylinders,gas,10000.0,clean,other,4wd,sedan,white,ca
orange county,0.0,2016,toyota,corolla,excellent,6 cylinders,gas,44484.0,clean,automatic,4wd,sedan,grey,ca
orange county,0.0,2014,ram,1500,excellent,6 cylinders,gas,121061.0,clean,automatic,rwd,pickup,white,ca
orange county,0.0,2019,ford,mustang,excellent,6 cylinders,gas,29258.0,clean,automatic,fwd,coupe,grey,ca
orange county,0.0,2019,toyota,tacoma,excellent,6 cylinders,gas,69854.0,clean,automatic,rwd,truck,grey,ca
orange county,0.0,2018,ford,f-650sd,excellent,6 cylinders,diesel,66297.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2015,mercedes-benz,c-class,excellent,6 cylinders,gas,92146.0,clean,automatic,rwd,sedan,silver,ca
orange county,0.0,2020,dodge,challenger gt,excellent,6 cylinders,gas,9970.0,clean,automatic,rwd,other,grey,ca
orange county,0.0,2018,toyota,prius prime,excellent,6 cylinders,hybrid,27550.0,clean,automatic,fwd,hatchback,white,ca
orange county,0.0,2014,mercedes-benz,e-class,excellent,6 cylinders,gas,97149.0,clean,automatic,rwd,sedan,grey,ca
orange county,0.0,2019,toyota,corolla,excellent,6 cylinders,gas,14070.0,clean,automatic,4wd,sedan,silver,ca
orange county,0.0,2018,ford,fusion se hybrid,excellent,6 cylinders,gas,62197.0,clean,automatic,fwd,other,white,ca
orange county,0.0,2015,ford,f-450sd,excellent,6 cylinders,diesel,106195.0,clean,automatic,4wd,sedan,black,ca
orange county,0.0,2014,mercedes-benz,e-class,good,6 cylinders,gas,90062.0,clean,automatic,rwd,sedan,black,ca
orange county,0.0,2014,mercedes-benz,cla-class,good,4 cylinders,gas,84871.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2016,mercedes-benz,c-class,good,4 cylinders,gas,77544.0,clean,automatic,rwd,sedan,black,ca
orange county,0.0,2018,mercedes-benz,e-class,good,4 cylinders,gas,39205.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2016,mercedes-benz,s-class,good,8 cylinders,gas,27438.0,clean,automatic,4wd,coupe,black,ca
orange county,0.0,2013,mercedes-benz,glk-class,good,6 cylinders,gas,96252.0,clean,automatic,rwd,SUV,white,ca
orange county,0.0,2017,mercedes-benz,gle,good,6 cylinders,gas,57526.0,clean,automatic,rwd,SUV,white,ca
orange county,0.0,2014,mercedes-benz,c-class,excellent,6 cylinders,gas,95896.0,clean,automatic,rwd,sedan,grey,ca
orange county,0.0,2013,mercedes-benz,cl63 amg,excellent,6 cylinders,gas,50203.0,clean,automatic,rwd,other,grey,ca
orange county,0.0,2009,nissan,maxima,excellent,6 cylinders,gas,121585.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2018,mazda,f-150,excellent,4 cylinders,other,34218.0,clean,manual,fwd,other,white,ca
orange county,0.0,2018,acura,mdx,excellent,6 cylinders,gas,53103.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2018,ford,escape,excellent,4 cylinders,gas,58121.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2018,nissan,rogue,excellent,4 cylinders,gas,71175.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2019,volkswagen,jetta,excellent,4 cylinders,gas,19090.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2018,volkswagen,jetta,excellent,4 cylinders,gas,34669.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2018,volkswagen,jetta,excellent,4 cylinders,gas,31015.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2009,chevrolet,silverado 2500 hd regu,excellent,6 cylinders,gas,147787.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2018,bmw,x6,good,6 cylinders,gas,34624.0,clean,automatic,rwd,SUV,white,ca
orange county,0.0,2015,mazda,cx-5,good,4 cylinders,gas,90699.0,clean,automatic,fwd,SUV,white,ca
orange county,0.0,2016,mini,cooper hardtop,good,4 cylinders,gas,78867.0,clean,automatic,fwd,sedan,silver,ca
orange county,0.0,2015,infiniti,qx70,good,6 cylinders,gas,92270.0,clean,automatic,rwd,SUV,silver,ca
orange county,0.0,2012,lexus,rx 350,good,6 cylinders,gas,88166.0,clean,automatic,4wd,SUV,grey,ca
orange county,0.0,2019,toyota,tacoma 2wd,good,6 cylinders,gas,9978.0,clean,automatic,rwd,pickup,grey,ca
orange county,0.0,2019,toyota,corolla,good,4 cylinders,gas,42262.0,clean,automatic,fwd,sedan,black,ca
orange county,0.0,2017,toyota,prius,excellent,6 cylinders,hybrid,53970.0,clean,automatic,fwd,hatchback,white,ca
orange county,0.0,2014,mercedes-benz,c-class,excellent,6 cylinders,gas,24536.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,1957,ford,WANTED! 356 Speedster Replicas,excellent,4 cylinders,gas,1.0,clean,manual,rwd,convertible,custom,ca
orange county,0.0,2014,toyota,tacoma,excellent,6 cylinders,gas,69457.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2013,mazda,mazda5,excellent,6 cylinders,gas,64975.0,clean,automatic,fwd,mini-van,grey,ca
orange county,0.0,2015,bmw,3-series 320i,excellent,6 cylinders,gas,44699.0,clean,automatic,rwd,other,black,ca
orange county,0.0,2013,toyota,tundra,excellent,6 cylinders,gas,88455.0,clean,automatic,rwd,truck,red,ca
orange county,0.0,2017,gmc,savana cargo van,excellent,8 cylinders,gas,106179.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2016,ford,FREIGHTLINER Sprinter Cargo Vans,excellent,4 cylinders,diesel,67447.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2017,nissan,nv200 compact cargo,excellent,4 cylinders,gas,64288.0,clean,automatic,fwd,mini-van,black,ca
orange county,0.0,2006,chevrolet,express commercial,excellent,8 cylinders,gas,80654.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2019,mercedes-benz,metris passenger,excellent,4 cylinders,gas,47922.0,clean,automatic,rwd,mini-van,black,ca
orange county,0.0,2011,lexus,is,excellent,6 cylinders,gas,134166.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2019,toyota,corolla,excellent,6 cylinders,gas,28674.0,clean,automatic,fwd,sedan,grey,ca
orange county,0.0,2012,bmw,5-series 535i,excellent,6 cylinders,gas,40977.0,clean,automatic,rwd,other,grey,ca
orange county,0.0,2014,rover,evoque,excellent,6 cylinders,gas,96915.0,clean,automatic,4wd,SUV,silver,ca
orange county,0.0,2013,mercedes-benz,s-class s550,excellent,6 cylinders,gas,44432.0,clean,automatic,rwd,other,black,ca
orange county,0.0,2007,ford,e350 van,good,8 cylinders,gas,44770.0,clean,automatic,rwd,van,white,ca
orange county,0.0,2015,ford,transit 150 van,excellent,6 cylinders,other,23301.0,clean,other,4wd,sedan,white,ca
orange county,0.0,2018,ford,f-150,excellent,8 cylinders,gas,87153.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2012,chevrolet,silverado 1500,excellent,8 cylinders,gas,90856.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2017,ford,f-150,excellent,6 cylinders,gas,68062.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2016,ram,1500,excellent,8 cylinders,gas,99098.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,60557.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2019,ram,2500,excellent,6 cylinders,diesel,57469.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2015,chevrolet,silverado 1500,excellent,8 cylinders,gas,93775.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2017,chevrolet,silverado 2500 hd doub,excellent,6 cylinders,other,107689.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2008,ford,fusion,excellent,6 cylinders,gas,121837.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2015,toyota,tacoma,excellent,6 cylinders,gas,122665.0,clean,automatic,rwd,truck,silver,ca
orange county,0.0,2015,mazda,mazda3,excellent,6 cylinders,gas,93063.0,clean,manual,fwd,sedan,white,ca
orange county,0.0,2015,jeep,cherokee,excellent,6 cylinders,gas,111370.0,clean,automatic,fwd,SUV,silver,ca
orange county,0.0,2010,honda,odyssey,excellent,6 cylinders,gas,132620.0,clean,automatic,fwd,mini-van,silver,ca
orange county,0.0,2012,chrysler,300,excellent,6 cylinders,gas,76960.0,clean,automatic,rwd,sedan,silver,ca
orange county,0.0,2015,chrysler,200,excellent,6 cylinders,gas,86650.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2015,bmw,3-series,excellent,6 cylinders,gas,83460.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2020,ford,transit cargo van,excellent,6 cylinders,gas,3604.0,clean,automatic,rwd,van,grey,ca
orange county,0.0,2020,ford,Isuzu NPR,excellent,6 cylinders,other,26504.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2019,ram,promaster cargo van,excellent,6 cylinders,gas,16622.0,clean,automatic,fwd,van,white,ca
orange county,0.0,2019,nissan,nv200 compact cargo,excellent,4 cylinders,gas,25283.0,clean,automatic,fwd,mini-van,white,ca
orange county,0.0,2016,ford,f-150,excellent,6 cylinders,gas,80098.0,clean,automatic,rwd,truck,grey,ca
orange county,0.0,2019,mercedes-benz,metris passenger,excellent,4 cylinders,gas,47770.0,clean,automatic,rwd,mini-van,black,ca
orange county,0.0,2012,ford,f-350sd,excellent,6 cylinders,diesel,96440.0,clean,automatic,4wd,sedan,black,ca
orange county,0.0,2019,toyota,corolla,excellent,6 cylinders,gas,42262.0,clean,automatic,fwd,sedan,black,ca
orange county,0.0,2007,chevrolet,silverado 2500hd class,excellent,6 cylinders,diesel,128270.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2017,toyota,camry,excellent,6 cylinders,gas,35318.0,clean,automatic,fwd,sedan,white,ca
orange county,0.0,2011,buick,enclave cxl,excellent,6 cylinders,gas,89564.0,clean,automatic,4wd,sedan,black,ca
orange county,0.0,2012,toyota,tacoma,excellent,6 cylinders,gas,114286.0,clean,automatic,rwd,truck,blue,ca
orange county,0.0,2019,ram,1500 classic,excellent,6 cylinders,gas,29543.0,clean,automatic,rwd,truck,white,ca
orange county,0.0,2017,ford,f-350sd,excellent,6 cylinders,diesel,63983.0,clean,automatic,4wd,sedan,black,ca
orange county,0.0,2014,chevrolet,silverado 3500hd,excellent,6 cylinders,diesel,111898.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2015,chevrolet,silverado 3500hd,excellent,6 cylinders,diesel,62962.0,clean,automatic,4wd,sedan,white,ca
orange county,0.0,2015,ford,f-450sd,excellent,6 cylinders,diesel,46267.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2018,kia,stinger,excellent,4 cylinders,gas,47296.0,clean,automatic,rwd,sedan,white,ca
orange county,0.0,2016,ford,f-350sd,excellent,8 cylinders,diesel,56822.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2018,dodge,challenger,excellent,6 cylinders,gas,66456.0,clean,automatic,rwd,coupe,white,ca
orange county,0.0,2018,ford,f-250sd,excellent,8 cylinders,diesel,46317.0,clean,automatic,4wd,truck,white,ca
orange county,0.0,2019,mitsubishi,outlander sport,excellent,6 cylinders,gas,30863.0,clean,automatic,fwd,wagon,black,ca
palm springs,0.0,2015,chevrolet,silverado 1500 lt,excellent,8 cylinders,gas,60557.0,clean,automatic,rwd,sedan,white,ca
palm springs,0.0,2019,volkswagen,jetta gli 2.0t s,excellent,4 cylinders,gas,6969.0,clean,manual,fwd,sedan,white,ca
palm springs,0.0,2008,ford,WORKHORSE W42,excellent,6 cylinders,gas,96805.90582806747,clean,automatic,fwd,other,black,ca
palm springs,0.0,2013,bmw,5-series 535i,excellent,6 cylinders,gas,85576.0,clean,automatic,rwd,other,white,ca
palm springs,0.0,2018,hyundai,sonata se,excellent,4 cylinders,gas,82359.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2012,mercedes-benz,benz cls550,excellent,6 cylinders,gas,1.0,clean,automatic,4wd,sedan,white,ca
palm springs,0.0,2019,jeep,cherokee,excellent,4 cylinders,gas,10897.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2020,kia,soul gt-line,excellent,4 cylinders,gas,55649.0,clean,automatic,fwd,hatchback,white,ca
palm springs,0.0,2015,jeep,renegade sport,excellent,4 cylinders,gas,55157.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2001,mercedes-benz,slk slk 230,excellent,4 cylinders,gas,77404.0,clean,automatic,rwd,sedan,white,ca
palm springs,0.0,2017,jeep,compass sport,excellent,4 cylinders,gas,61061.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2014,volkswagen,jetta,excellent,4 cylinders,gas,172029.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2013,honda,cr-v ex-l,excellent,6 cylinders,gas,44616.0,clean,automatic,fwd,other,grey,ca
palm springs,0.0,2017,ford,f-150 xl,excellent,6 cylinders,gas,94400.0,clean,automatic,rwd,sedan,white,ca
palm springs,0.0,2018,mercedes-benz,glc glc 300,excellent,4 cylinders,gas,30101.0,clean,automatic,rwd,SUV,white,ca
palm springs,0.0,2019,ram,f-150,excellent,6 cylinders,gas,1000.0,clean,automatic,4wd,sedan,white,ca
palm springs,0.0,2018,kia,stinger,excellent,4 cylinders,gas,47296.0,clean,automatic,rwd,sedan,white,ca
palm springs,0.0,2017,mercedes-benz,c-class,excellent,6 cylinders,gas,59660.0,clean,automatic,4wd,sedan,white,ca
palm springs,0.0,2017,volkswagen,jetta,excellent,4 cylinders,gas,28202.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2018,ford,fusion se hybrid,excellent,6 cylinders,gas,62197.0,clean,automatic,fwd,other,white,ca
palm springs,0.0,2017,volkswagen,jetta,excellent,4 cylinders,gas,22070.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2018,ford,f-150,excellent,6 cylinders,gas,92408.0,clean,automatic,rwd,truck,white,ca
palm springs,0.0,2019,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,28439.0,clean,automatic,4wd,truck,white,ca
palm springs,0.0,2019,ford,transit connect,excellent,4 cylinders,gas,5149.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2018,jeep,wrangler jk,excellent,6 cylinders,gas,85047.0,clean,automatic,4wd,SUV,white,ca
palm springs,0.0,2013,mercedes-benz,cl63 amg,excellent,6 cylinders,gas,50203.0,clean,automatic,rwd,other,grey,ca
palm springs,0.0,2018,acura,mdx,excellent,6 cylinders,gas,53103.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2018,ford,f-250sd,excellent,8 cylinders,diesel,46317.0,clean,automatic,4wd,truck,white,ca
palm springs,0.0,2018,nissan,rogue,excellent,4 cylinders,gas,71175.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2018,ford,escape,excellent,4 cylinders,gas,58121.0,clean,automatic,fwd,SUV,white,ca
palm springs,0.0,2018,volkswagen,jetta,excellent,4 cylinders,gas,34669.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2018,volkswagen,jetta,excellent,4 cylinders,gas,31015.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,2019,volkswagen,jetta,excellent,4 cylinders,gas,19090.0,clean,automatic,fwd,sedan,white,ca
palm springs,0.0,1957,ford,WANTED! 356 Speedster Replicas,excellent,4 cylinders,gas,1.0,clean,manual,rwd,convertible,custom,ca
palm springs,0.0,2019,toyota,corolla,excellent,6 cylinders,gas,42262.0,clean,automatic,fwd,sedan,black,ca
palm springs,0.0,2017,ford,f-150,excellent,6 cylinders,gas,86258.0,clean,automatic,rwd,truck,white,ca
